name;type
University of Concepción;university
Chungbuk National University;university
Taipei Medical University;university
Jaume I University;university
Bowling Green State University;university
Nanjing University of Technology;university
University of New England (Australia);university
Kangwon National University;university
Inje University;university
Aberystwyth University;university
University of Technology, Sydney;university
University of Franche-Comté;university
University of Sassari;university
Chiang Mai University;university
Budapest University of Technology and Economics;university
University of Maribor;university
University of Bradford;university
University of Perpignan Via Domitia;university
Florida Institute of Technology;university
University of Brighton;university
University of Massachusetts Boston;university
Rio de Janeiro State University;university
Nagoya Institute of Technology;university
Jiangnan University;university
Murdoch University;university
University of Wales, Trinity Saint David;university
University of Rouen;university
The Catholic University of America;university
Wright State University - Dayton;university
Dankook University;university
Clarkson University;university
University of Regina;university
Boğaziçi University;university
Kōchi University;university
University of Miyazaki;university
University of Electro-Communications;university
University of Valladolid;university
Bilkent University;university
Dublin City University;university
University of South Alabama;university
Sofia University;university
Ocean University of China;university
King Fahd University of Petroleum and Minerals;university
University of Veterinary Medicine Vienna;university
University of Alcalá;university
Hunter College;university
All India Institute of Medical Sciences, New Delhi;university
Gazi University;university
National University of Ireland, Maynooth;university
Tehran University of Medical Sciences;university
University of the Ryukyus;university
Florida Atlantic University;university
University of Siegen;university
Huazhong Agricultural University;university
University of Angers;university
University of Seoul;university
Brock University;university
Fukuoka University;university
Hamamatsu University School of Medicine;university
Nanjing Normal University;university
National Chung Cheng University;university
Nanjing Agricultural University;university
University of the Republic (Uruguay);university
Sejong University;university
Makerere University;university
University of New Brunswick;university
Northeastern University (China);university
University of Extremadura;university
RMIT University;university
Royal Veterinary College, University of London;university
Chung Yuan Christian University;university
University of Osnabrück;university
Northwest University (China);university
Chosun University;university
University of Orléans;university
Jean Monnet University;university
École centrale de Lyon;university
University of Western Sydney;university
Hefei University of Technology;university
University of Massachusetts Lowell;university
Manchester Metropolitan University;university
Nanjing Medical University;university
Kyoto Institute of Technology;university
Shanghai Normal University;university
Southwest University;university
Adam Mickiewicz University in Poznań;university
University of Calcutta;university
University of Pécs;university
Queens College, City University of New York;university
University of Lleida;university
Nanjing University of Aeronautics and Astronautics;university
University of Western Brittany;university
University of North Carolina at Greensboro;university
Pukyong National University;university
Fourth Military Medical University;university
University of Fukui;university
University of Southern Mississippi;university
University of Mannheim;university
Shimane University;university
China University of Geosciences (Wuhan);university
University of Thessaly;university
Oakland University;university
Wilfrid Laurier University;university
Teikyo University;university
Saitama University;university
Trent University;university
Nicolaus Copernicus University in Toruń;university
Tarbiat Modares University;university
University of North Dakota;university
Isfahan University of Technology;university
Fluminense Federal University;university
National Taiwan University of Science and Technology;university
University of Lethbridge;university
Federal University of Santa Catarina;university
University of Camerino;university
University of Brasília;university
University of Wrocław;university
University of Basilicata;university
Jadavpur University;university
South China Normal University;university
University of Hyderabad;university
Ritsumeikan University;university
Carlos III University of Madrid;university
University of Cyprus;university
University of Texas at El Paso;university
University of Cádiz;university
Shahid Beheshti University of Medical Sciences;university
National Taiwan Normal University;university
National University of Córdoba;university
Federal University of Paraná;university
University of Jaén;university
University of California, Merced;university
University of Waikato;university
University of Central Lancashire;university
Federal University of Pernambuco;university
University of Almería;university
Federal University of São Carlos;university
Charles Darwin University;university
Yangzhou University;university
Wrocław University of Technology;university
Hirosaki University;university
National Taiwan Ocean University;university
Jiangsu University;university
Northwestern Polytechnical University;university
Xiangtan University;university
United Arab Emirates University;university
Gachon University;university
Hallym University;university
Harbin Engineering University;university
Dokuz Eylül University;university
Jinan University;university
Shiraz University;university
Third Military Medical University;university
Amirkabir University of Technology;university
Public University of Navarre;university
Federico Santa María Technical University;university
Federal University of ABC;university
University of Puerto Rico at Mayagüez;university
Southern Medical University;university
University of Silesia;university
Ain Shams University;university
University of Valenciennes and Hainaut-Cambresis;university
Chung Shan Medical University;university
National University of Colombia;university
South China Agricultural University;university
Ibaraki University;university
Fu Jen Catholic University;university
Hunan Normal University;university
Ulsan National Institute of Science and Technology;university
Federal University of Santa Maria;university
Shenzhen University;university
Tianjin Medical University;university
Beijing University of Technology;university
University of Reims Champagne-Ardenne;university
Yuan Ze University;university
University of Chemistry and Technology, Prague;university
University of Limerick;university
China Medical University (PRC);university
Feng Chia University;university
Zhejiang University of Technology;university
Novosibirsk State University;university
University of Bucharest;university
Babeș-Bolyai University;university
Mansoura University;university
University of Pau and Pays de l'Adour;university
Henan Normal University;university
Xidian University;university
Federal University of Bahia;university
Southwest Jiaotong University;university
Ryerson University;university
King Abdulaziz University;university
University of the Algarve;university
Alexandria University;university
Federal University of Ceará;university
University of A Coruña;university
China Pharmaceutical University;university
